DateCommande,NumCommande,Client,Catégorie,Quantité,Statut,FactureID,PDF_URL
02/06/2026,033-06-2026,Linah,47-56gr,71,Livré,F-20260602-070803,https://drive.google.com/file/d/1Od8D8jUQ4DcDiKjZfdFzSXf16gKi2ZOA/view?usp=drivesdk
02/06/2026,035-06-2026,ABC,47-56gr,600,Livré,F-20260602-071022,https://drive.google.com/file/d/1afJ73KigGAQJd8lYBZttQlomFSC_KkOh/view?usp=drivesdk
02/06/2026,037-06-2026,Mr Mamy,57-60gr,1320,Livré,F-20260602-071103,https://drive.google.com/file/d/1RV6Iz4Erk8ETY-L-YDRI295DiT-N1SEs/view?usp=drivesdk
02/06/2026,039-06-2026,CFC,61-63gr,1174,Livré,F-20260602-071227,https://drive.google.com/file/d/1HMuCuHtcJR_L4AYE2tnAhF_ue-Rm4kSS/view?usp=drivesdk
02/06/2026,040-06-2026,Rahery,64-66gr,857,Livré,F-20260602-071339,https://drive.google.com/file/d/12UZVIgqvS7HKIgnRvGW3QotcYeBplksc/view?usp=drivesdk
02/06/2026,042-06-2026,Fabrice,64-66gr,30,Livré,F-20260602-071602,https://drive.google.com/file/d/1cjcsoBQuJRs775tFNROgAze15IPuz2yZ/view?usp=drivesdk
02/06/2026,043-06-2026,Major Shop,70-74gr,245,Livré,F-20260602-071719,https://drive.google.com/file/d/13NU8MDLYYyE_1Lwvp7h1zSrp5qdn34b3/view?usp=drivesdk
02/06/2026,045-06-2026,Major Shop,75gr +,59,Livré,F-20260602-071843,https://drive.google.com/file/d/1-rkLCQUPXQP7jwjDx2VjMCSQzdwj3vaY/view?usp=drivesdk
02/06/2026,046-06-2026,Lasopy,Casser,34,Livré,F-20260602-072631,https://drive.google.com/file/d/1_UkdGG_iidPC8Dfj0VZukkjDXampHTgR/view?usp=drivesdk
03/06/2026,047-06-2026,Fasankarana,42-46gr,13,Livré,F-20260603-072020,https://drive.google.com/file/d/1MBVKrPHJPlgVv_xVB5bCrb27wlqflczr/view?usp=drivesdk
03/06/2026,048-06-2026,Fasankarana,47-56gr,36,Livré,F-20260603-072138,https://drive.google.com/file/d/1w8EMf-t2SVf2N02wQyLiuZeOKCr6AglY/view?usp=drivesdk
03/06/2026,050-06-2026,Mangarano,47-56gr,600,Livré,F-20260603-072324,https://drive.google.com/file/d/182ZdkE3KLdtP7Dh1nprYVQx4pl9fWXCj/view?usp=drivesdk
03/06/2026,053-06-2026,Mr Mamy,57-60gr,1249,Livré,F-20260603-072437,https://drive.google.com/file/d/165ReRUcEgjl_wdxsjcHF7TKIQi4naz7e/view?usp=drivesdk
03/06/2026,054-06-2026,CFC,61-63gr,1206,Livré,F-20260603-072521,https://drive.google.com/file/d/1RjtqzQVsweVR1WTa_JTE_JBIo-tOO2-K/view?usp=drivesdk
03/06/2026,056-06-2026,Nambinina,64-66gr,924,Livré,F-20260603-072642,https://drive.google.com/file/d/1o03TUWdgQ_qiIHl5lo6M3khVHH7_oidZ/view?usp=drivesdk
03/06/2026,058-06-2026,Salazamay,67-69gr,600,Livré,F-20260603-072806,https://drive.google.com/file/d/1CvWV_ohrcHIw9TSf0AfipUEgfYi2oHN5/view?usp=drivesdk
03/06/2026,060-06-2026,Pompier,70-74gr,230,Livré,F-20260603-072943,https://drive.google.com/file/d/1c8VCEVgEn2vsiIcFrOizw2eoQaMBy90C/view?usp=drivesdk
03/06/2026,063-06-2026,Pompier,75gr +,42,Livré,F-20260603-073031,https://drive.google.com/file/d/1tRizjUOMYepkS1Wv9rgQBQD0gGhmunmr/view?usp=drivesdk
03/06/2026,065-06-2026,Lasopy,Casser,35,Livré,F-20260603-073109,https://drive.google.com/file/d/1A8RFzcVD0zws5bX_YDMd1YbrhSI_k2T8/view?usp=drivesdk
04/06/2026,068-06-2026,Angéline,42-46gr,17,Livré,F-20260604-051515,https://drive.google.com/file/d/1KqbbhykPc53DLPKSmiEj6cTzTlooCVWS/view?usp=drivesdk
04/06/2026,069-06-2026,Angéline,47-56gr,610,Livré,F-20260604-051609,https://drive.google.com/file/d/18pcK3xLFzXVKQm6K70QwyyzPCXYwqNNJ/view?usp=drivesdk
04/06/2026,072-06-2026,Damaskôsy,57-60gr,702,Livré,F-20260604-051733,https://drive.google.com/file/d/19w6ZWk32bmr6qOPKGjgheVm1q3TubdLS/view?usp=drivesdk
04/06/2026,074-06-2026,CFC,61-63gr,1148,Livré,F-20260604-053138,https://drive.google.com/file/d/1p8z8NADftp8uh04TYm3YeiUinERFVSz3/view?usp=drivesdk
04/06/2026,077-06-2026,Mr Rado,64-66gr,887,Livré,F-20260604-053341,https://drive.google.com/file/d/1X6TnbtdudNyMDIkxEvZs-628vnwchy0J/view?usp=drivesdk
04/06/2026,079-06-2026,Major Shop,70-74gr,254,Livré,F-20260604-053501,https://drive.google.com/file/d/1MeLZ9I1Lm5k20DfNgbAgo4Kp_cn500r5/view?usp=drivesdk
04/06/2026,081-06-2026,Major Shop,75gr +,44,Livré,F-20260604-053614,https://drive.google.com/file/d/1p30VB95hjnFSVIJERBii71OglSbrxYgp/view?usp=drivesdk
04/06/2026,082-06-2026,Chinoise,Casser,51,Livré,F-20260604-053703,https://drive.google.com/file/d/1UBGeehf-id-14fFSUilTChNczeTG2IZe/view?usp=drivesdk
05/06/2026,083-06-2026,Mangarano,42-46gr,11,Livré,F-20260605-054625,https://drive.google.com/file/d/1t8VBs6bXoiPlRlm9GCQfcAjkR3h6uB-7/view?usp=drivesdk
05/06/2026,084-06-2026,Mangarano,47-56gr,694,Livré,F-20260605-054837,https://drive.google.com/file/d/1Wt_9NI2CzjUktIgFiX-DveODbJP2UWX6/view?usp=drivesdk
05/06/2026,086-06-2026,Mr Mamy,57-60gr,1471,Livré,F-20260605-054922,https://drive.google.com/file/d/1SirdBAJHZB8fy3fLPgiLRkI28-eTBS2G/view?usp=drivesdk
05/06/2026,087-06-2026,Hasina,61-63gr,1000,Livré,F-20260605-055046,https://drive.google.com/file/d/1UVuD5xmu_1KU0KLBuX7W6Op7mGfrOHcR/view?usp=drivesdk
05/06/2026,090-06-2026,Relax,61-63gr,198,Livré,F-20260605-055147,https://drive.google.com/file/d/1VQraN_XDfOVhxrQQnICFiQoIIl7ThEzH/view?usp=drivesdk
05/06/2026,091-06-2026,Jirama,64-66gr,837,Livré,F-20260605-055303,https://drive.google.com/file/d/1toQdH3JAQcoXpW8phltO4MbyvRDRh_79/view?usp=drivesdk
05/06/2026,093-06-2026,EPP Tsiry,70-74gr,231,Livré,F-20260605-055429,https://drive.google.com/file/d/1A73z5_6U5t5e6Fj3uVvVilv23VRbnxgH/view?usp=drivesdk
05/06/2026,094-06-2026,EPP Tsiry,75gr +,40,Livré,F-20260605-055544,https://drive.google.com/file/d/19LhqkAMoAqQfC-SowTdtb2d5ORcbk8m8/view?usp=drivesdk
05/06/2026,096-06-2026,Lasopy,Casser,48,Livré,F-20260605-055632,https://drive.google.com/file/d/15ClHfQtdpnLYWATZVPMqhwlMWQAt1X2C/view?usp=drivesdk
06/06/2026,066-06-2026,Leader Price,57-60gr,600,Livré,F-20260606-055913,https://drive.google.com/file/d/1X-tn17r_3ZBGVM45YLMmJQ4P0ggBka5o/view?usp=drivesdk
06/06/2026,067-06-2026,Calypso,67-69gr,600,Livré,F-20260606-074212,https://drive.google.com/file/d/1eqhVoqA0O5qJvaTJ5aRBRuM9SMwGaUkk/view?usp=drivesdk
06/06/2026,098-06-2026,Nambinina,42-46gr,14,Livré,F-20260606-060109,https://drive.google.com/file/d/1UYmMkNDapEZNl5-CBHzaQ44aWUZzzja4/view?usp=drivesdk
06/06/2026,099-06-2026,Nambinina,47-56gr,734,Livré,F-20260606-060202,https://drive.google.com/file/d/17PC4tWO5jjxieRrnnLvzKxA8L3ZxH-t4/view?usp=drivesdk
06/06/2026,101-06-2026,Fenerive-Est,57-60gr,1300,Livré,F-20260606-060338,https://drive.google.com/file/d/1ZOEU5YVWpZxwo0FCPdXZg2YIKSFUZQ4U/view?usp=drivesdk
06/06/2026,103-06-2026,Angéline,57-60gr,225,Livré,F-20260606-060527,https://drive.google.com/file/d/1WnGfWLwukCdpxSL3lTHwnWSOUpVMADjm/view?usp=drivesdk
06/06/2026,106-06-2026,CFC,61-63gr,1236,Livré,F-20260606-060627,https://drive.google.com/file/d/1k3_KiMtbF6RtG5v0PggcP5UzM2-JzSBa/view?usp=drivesdk
06/06/2026,107-06-2026,La Paillote,64-66gr,787,Livré,F-20260606-060734,https://drive.google.com/file/d/15vgWivefc7rsN1fXTx1AaxHLAkMjoo26/view?usp=drivesdk
06/06/2026,110-06-2026,Pompier,70-74gr,226,Livré,F-20260606-060914,https://drive.google.com/file/d/1MU1q2IM_CapcHU-lJ7Y4GRNB9f7s3PXr/view?usp=drivesdk
06/06/2026,111-06-2026,Pompier,75gr +,31,Livré,F-20260606-061015,https://drive.google.com/file/d/16BzSOCkOuZFzx0f_HPh_vL2sipoaHZPA/view?usp=drivesdk
06/06/2026,112-06-2026,Chinoise,Casser,25,Livré,F-20260606-061120,https://drive.google.com/file/d/1c4H-3WArr4Uawe6hW9VYcmS0yc0sZf9p/view?usp=drivesdk
08/06/2026,114-06-2026,Linah,42-46gr,27,Livré,F-20260608-061533,https://drive.google.com/file/d/1ux1XvbzDcmzHyee6lP2jFmtUlegK79Hd/view?usp=drivesdk
08/06/2026,115-06-2026,Linah,47-56gr,45,Livré,F-20260608-061608,https://drive.google.com/file/d/11nObpN9Vp7JwMFNvAYZgloQgsF2Tmwkl/view?usp=drivesdk
08/06/2026,116-06-2026,Mr Mamy,47-56gr,1300,Livré,F-20260608-061700,https://drive.google.com/file/d/1FPVXSnw0goXwl3CZ5BwiHhExmkxDm9xR/view?usp=drivesdk
08/06/2026,117-06-2026,Mr Mamy,57-60gr,1300,Livré,F-20260608-061835,https://drive.google.com/file/d/1xVOXAjCQPimjjyDx5pCVhkaLii7h3hRY/view?usp=drivesdk
08/06/2026,118-06-2026,Jirama,57-60gr,700,Livré,F-20260608-061938,https://drive.google.com/file/d/1ZSZ4FBChO4FJS2ycVkNEQs71KgcWQavd/view?usp=drivesdk
08/06/2026,119-06-2026,Damaskôsy,57-60gr,812,Livré,F-20260608-062045,https://drive.google.com/file/d/1XqX5q2pZ_krZ6RvwGRU-NEn5z8Zz8Gtl/view?usp=drivesdk
08/06/2026,120-06-2026,CFC,61-63gr,1448,Livré,F-20260608-062623,https://drive.google.com/file/d/1Gg53s5ZZttyP--7ynQ8IDXSGkTn9NDZ6/view?usp=drivesdk
08/06/2026,121-06-2026,B5,61-63gr,1000,Livré,F-20260608-062918,https://drive.google.com/file/d/1z9UsnJthnC6WkUu2RpquYpWGYFnL2udI/view?usp=drivesdk
08/06/2026,122-06-2026,Mr Rado,64-66gr,736,Livré,F-20260608-063212,https://drive.google.com/file/d/1urUlaWD3XlMVIEpEK-CkHOVBo1N_qtIX/view?usp=drivesdk
08/06/2026,124-06-2026,Nambinina,64-66gr,1000,Livré,F-20260608-063418,https://drive.google.com/file/d/1o0dCkH8UGuhqPHNfhDVY5NI87lsXY30Y/view?usp=drivesdk
08/06/2026,126-06-2026,Naivo,67-69gr,1000,Livré,F-20260608-063703,https://drive.google.com/file/d/1ixgMVpBWa9EFBtGMn0Sk2XZHi08tsRJ9/view?usp=drivesdk
08/06/2026,127-06-2026,Salazamay,70-74gr,439,Livré,F-20260609-063925,https://drive.google.com/file/d/16V6N83JANIbvUW_u0qV4V5aU-UMNuFST/view?usp=drivesdk
08/06/2026,128-06-2026,EPP Tsiry,75gr +,75,Livré,F-20260609-064041,https://drive.google.com/file/d/1SyyYbCXjM1OJpgrLV8lyZOBjMGXC5ETD/view?usp=drivesdk
08/06/2026,131-06-2026,Chinoise,Casser,73,Livré,F-20260609-064137,https://drive.google.com/file/d/1pkYILFTRaayCGUywHvfQtcs80RYqqsvI/view?usp=drivesdk
09/06/2026,073-06-2026,Calypso,67-69gr,600,Livré,F-20260609-052043,https://drive.google.com/file/d/1r917dRDRx8UYww0WpdOAfDIRklh_0o2W/view?usp=drivesdk
09/06/2026,133-06-2026,Linah,42-46gr,9,Livré,F-20260609-064553,https://drive.google.com/file/d/1lim6AGiSGxdM6j-_cUc88OAbyGxz8Obo/view?usp=drivesdk
09/06/2026,135-06-2026,Linah,47-56gr,51,Livré,F-20260609-064641,https://drive.google.com/file/d/1KnWaTO6CL_XnodPZBEd45joXSehnRuw_/view?usp=drivesdk
09/06/2026,136-06-2026,Nambinina,47-56gr,637,Livré,F-20260609-064755,https://drive.google.com/file/d/11z9_QrTOFhyZABOf_4cgk-8gQycMabVk/view?usp=drivesdk
09/06/2026,139-06-2026,Jirama,57-60gr,300,Livré,F-20260609-064909,https://drive.google.com/file/d/1YWM_NWfIVtDHZYsdZTo7fTmhpUpbYs8W/view?usp=drivesdk
09/06/2026,140-06-2026,Mangarano,57-60gr,1119,Livré,F-20260609-064959,https://drive.google.com/file/d/1jYWF1AvqBf7yW9D9b-0qttUhWbnSOmA_/view?usp=drivesdk
09/06/2026,142-06-2026,CFC,61-63gr,1216,Livré,F-20260609-065242,https://drive.google.com/file/d/1PBD21ZqxQ-10MHcEa5pSD2QE-eVlcyxa/view?usp=drivesdk
09/06/2026,143-06-2026,Ambohijafy,64-66gr,874,Livré,F-20260609-065440,https://drive.google.com/file/d/1O1Zi3kiCfufvtJNW2cAwmfEltMiACqL3/view?usp=drivesdk
09/06/2026,144-06-2026,Naivo,67-69gr,700,Livré,F-20260609-065607,https://drive.google.com/file/d/1bV9JBQTPbaaawDgJ6bjYR00xZRizCiqT/view?usp=drivesdk
09/06/2026,145-06-2026,Major Shop,70-74gr,222,Livré,F-20260609-065741,https://drive.google.com/file/d/1XlS_Gn9jH7J8xvhFz0J1jsmp8W1pXZiY/view?usp=drivesdk
09/06/2026,146-06-2026,Major Shop,75gr +,29,Livré,F-20260609-065826,https://drive.google.com/file/d/1F9aXQcYmNfTsRfDWRaAt1HFTV5nWlV6s/view?usp=drivesdk
09/06/2026,147-06-2026,Lasopy,Casser,32,Livré,F-20260609-065936,https://drive.google.com/file/d/1DmIsSpiV4RKxo-ixgpTJm_i4HsyYQ1O6/view?usp=drivesdk
10/06/2026,149-06-2026,Linah,42-46gr,5,Livré,F-20260611-052808,https://drive.google.com/file/d/1sBq06WOAWcHbLdzzvcliCLDLOwz-giJA/view?usp=drivesdk
10/06/2026,150-06-2026,Linah,47-56gr,63,Livré,F-20260611-052843,https://drive.google.com/file/d/1_Kbdn5rVqdKW-8BeXmey2b7e6arPgd_1/view?usp=drivesdk
10/06/2026,152-06-2026,Jirama,47-56gr,600,Livré,F-20260611-052933,https://drive.google.com/file/d/1koDzWJudcDF5O10YW_kPSHwblJP4920L/view?usp=drivesdk
10/06/2026,154-06-2026,CFC,57-60gr,1403,Livré,F-20260611-053037,https://drive.google.com/file/d/1QG5BEshpX16JIfxlxEqflX_DSF2ifkek/view?usp=drivesdk
10/06/2026,155-06-2026,Mangarano,61-63gr,1253,Livré,F-20260611-053142,https://drive.google.com/file/d/1YK9fD9vmoXafF6CMxU11OYgaP_01nRiq/view?usp=drivesdk
10/06/2026,156-06-2026,Nambinina,64-66gr,830,Livré,F-20260611-053235,https://drive.google.com/file/d/1StVdb4frPyM200_s1fF0hb7EbH0HU0XF/view?usp=drivesdk
10/06/2026,157-06-2026,Naivo,67-69gr,442,Livré,F-20260611-053324,https://drive.google.com/file/d/1HaG__nVqhP1I2Iog5AKnTgyG5PQd7y8e/view?usp=drivesdk
10/06/2026,159-06-2026,EPP Tsiry,70-74gr,228,Livré,F-20260611-053425,https://drive.google.com/file/d/1-s1ZmvPwvYypxlI9pyIKGB_kB3mKnktE/view?usp=drivesdk
10/06/2026,161-06-2026,EPP Tsiry,75gr +,37,Livré,F-20260611-053504,https://drive.google.com/file/d/1HixLBsH2d9pSdTo2OuAW0GNVzIAXHPFJ/view?usp=drivesdk
10/06/2026,163-06-2026,Chinoise,Casser,38,Livré,F-20260611-053544,https://drive.google.com/file/d/19sVLKNaCXplp71qZTmHZ80kYsMEyn5Ra/view?usp=drivesdk
11/06/2026,164-06-2026,Leader Price,57-60gr,840,Livré,F-20260611-054027,https://drive.google.com/file/d/1eO3p3uR1Vu_BILRtTN10hTVOaf7nYpTB/view?usp=drivesdk
11/06/2026,165-06-2026,Linah,42-46gr,7,Livré,F-20260612-121256,https://drive.google.com/file/d/15K9f70L9csD4XIa_KW69ApzW8dyA-vtv/view?usp=drivesdk
11/06/2026,167-06-2026,Linah,47-56gr,23,Livré,F-20260612-121515,https://drive.google.com/file/d/1H_ZOwJrr2KlrFM9JvRcRDHeg7Hx1rpYC/view?usp=drivesdk
11/06/2026,169-06-2026,Wu shao Ying,47-56gr,600,Livré,F-20260612-121700,https://drive.google.com/file/d/1ExwqlDdP-d6I9I7BSpPTP3t6LSy-Z3ZE/view?usp=drivesdk
11/06/2026,170-06-2026,Jirama,57-60gr,537,Livré,F-20260612-125530,https://drive.google.com/file/d/1daMjcX1GMCClnlDxzR_wHm1ym0AGHP41/view?usp=drivesdk
11/06/2026,171-06-2026,CFC,61-63gr,1199,Livré,F-20260612-125759,https://drive.google.com/file/d/11WH2zpe2x_TNbOwSUm4SqYqEstAkkWoO/view?usp=drivesdk
11/06/2026,173-06-2026,Nambinina,64-66gr,869,Livré,F-20260612-125945,https://drive.google.com/file/d/1FnHuQnRokidKsEGC3tgTW4Z5G3DWK5L5/view?usp=drivesdk
11/06/2026,175-06-2026,Patisserie Monique,67-69gr,600,Livré,F-20260612-130102,https://drive.google.com/file/d/1x2UvM74SgTIxJ5Jq9QdNVzwWFWYugr2w/view?usp=drivesdk
11/06/2026,176-06-2026,EPP Tsiry,70-74gr,224,Livré,F-20260612-130256,https://drive.google.com/file/d/1HdRnT5jzX47jvLcj0MtYrTMgAyrKGwKF/view?usp=drivesdk
11/06/2026,179-06-2026,EPP Tsiry,75gr +,38,Livré,F-20260612-130405,https://drive.google.com/file/d/15akul_xxwKZMixQsGlczj4sQGDEpXXvs/view?usp=drivesdk
11/06/2026,180-06-2026,Chinoise,Casser,43,Livré,F-20260612-130515,https://drive.google.com/file/d/1LwpYcSAxzdshAoU1cQxxEgo2CQ3T3aDA/view?usp=drivesdk
12/06/2026,181-06-2026,Fasankarana,42-46gr,7,Livré,F-20260613-063608,https://drive.google.com/file/d/1iZl-5QLL8wroJmdSrUd8dFNoordqW9pu/view?usp=drivesdk
12/06/2026,182-06-2026,Fasankarana,47-56gr,34,Livré,F-20260613-063714,https://drive.google.com/file/d/1ZUpGU8AVjNdWUfQFyw3ygn-qSUhYR9ha/view?usp=drivesdk
12/06/2026,184-06-2026,Jirama,47-56gr,800,Livré,F-20260613-063802,https://drive.google.com/file/d/1To3wXAuSIOHjPDQwUwZuz4uaOVYdj3zU/view?usp=drivesdk
12/06/2026,185-06-2026,Mr Mamy,57-60gr,1480,Livré,F-20260613-063834,https://drive.google.com/file/d/1OcUh3s0Wr2ayHDolYZINcgLdSPifSZaV/view?usp=drivesdk
12/06/2026,187-06-2026,CFC,61-63gr,1137,Livré,F-20260613-063932,https://drive.google.com/file/d/1OD6EHypTl1LjSveh8UnD_Qh3At_m66o0/view?usp=drivesdk
12/06/2026,188-06-2026,La Paillote,64-66gr,200,Livré,F-20260613-064016,https://drive.google.com/file/d/1pveDX3qWWKvSMWJ3fMWMJki6wN2uvATl/view?usp=drivesdk
12/06/2026,190-06-2026,Nambinina,64-66gr,505,Livré,F-20260613-064115,https://drive.google.com/file/d/1hBPgMMiS2vainrV5zd0TrkwkpVf9NCh6/view?usp=drivesdk
12/06/2026,191-06-2026,Major Shop,70-74gr,185,Livré,F-20260613-064235,https://drive.google.com/file/d/12aigBijXIgDIG593HYu0NJrwHH6qy-F0/view?usp=drivesdk
12/06/2026,193-06-2026,Major Shop,75gr +,30,Livré,F-20260613-064342,https://drive.google.com/file/d/1ZDZiCLwAu5p3pzxa8azapgGZjVQQk4CU/view?usp=drivesdk
12/06/2026,194-06-2026,Lasopy,Casser,51,Livré,F-20260613-064507,https://drive.google.com/file/d/18UCi8sIwdyA_mv4FJ19QXfa-iIZDYzqy/view?usp=drivesdk
13/06/2026,196-06-2026,Masteva,67-69gr,800,Livré,F-20260613-065335,https://drive.google.com/file/d/1sv4XE7HNC7hB3B0aPT3-1L28ZKDbU6rl/view?usp=drivesdk
13/06/2026,197-06-2026,Calypso,67-69gr,600,Livré,F-20260613-095602,https://drive.google.com/file/d/1FeV_Re2AbW1inDCkDmGbPaGT2yMgIYw_/view?usp=drivesdk
13/06/2026,198-06-2026,Zoky Jo,42-46gr,13,Livré,F-20260613-175844,https://drive.google.com/file/d/1Hc2OSuOCJzm9rsSkWkQpOhNE0Ro7Iq8i/view?usp=drivesdk
13/06/2026,200-06-2026,Zoky Jo,47-56gr,114,Livré,F-20260613-180004,https://drive.google.com/file/d/1rVykUzQsLXS3FucSstazXYSPDfG0uShe/view?usp=drivesdk
13/06/2026,201-06-2026,Jirama,47-56gr,700,Livré,F-20260613-180050,https://drive.google.com/file/d/1a8-W6c5YRbtXQ_1TLjDkFSoM8HBUMzIA/view?usp=drivesdk
13/06/2026,203-06-2026,Mr Mamy,57-60gr,1300,Livré,F-20260613-180843,https://drive.google.com/file/d/1iz1wUYV3AFxgwWuDwj-D8gljCWys65pM/view?usp=drivesdk
13/06/2026,205-06-2026,Soavita,57-60gr,30,Livré,F-20260613-180937,https://drive.google.com/file/d/1ylNcJiOoYcYiwcAAkwhxbh7K78jrlvSD/view?usp=drivesdk
13/06/2026,206-06-2026,Nambinina,57-60gr,192,Livré,F-20260613-181052,https://drive.google.com/file/d/1FBRYzcx7wZGsBxjGEBm2KfHL8ucmJ2-H/view?usp=drivesdk
13/06/2026,207-06-2026,CFC,61-63gr,1107,Livré,F-20260613-181206,https://drive.google.com/file/d/1YzeCW3XdKNkOeEkgkSLWatQrEQUjom1M/view?usp=drivesdk
13/06/2026,208-06-2026,Naivo,64-66gr,500,Livré,F-20260613-181310,https://drive.google.com/file/d/1lrVx-bLYJlahQxt5vUJktGygWvwRosAu/view?usp=drivesdk
13/06/2026,210-06-2026,EPP Tsiry,70-74gr,181,Livré,F-20260613-181738,https://drive.google.com/file/d/11zKTCXECHST-Kit8tL8b40oT7g5cDD46/view?usp=drivesdk
13/06/2026,211-06-2026,EPP Tsiry,75gr +,40,Livré,F-20260613-181852,https://drive.google.com/file/d/1aq_M3KP7oqv1g2iYlcCWOIwmh5z_0OrR/view?usp=drivesdk
13/06/2026,212-06-2026,Chinoise,Casser,44,Livré,F-20260613-182006,https://drive.google.com/file/d/1gs8Ua4qL0iV4D2fS-8sQtkWQFag2dUs1/view?usp=drivesdk
15/06/2026,213-06-2026,Linah,42-46gr,17,Livré,F-20260616-052645,https://drive.google.com/file/d/1NinGX-NGgwI6BFBXmnPvU9d1whYro7yb/view?usp=drivesdk
15/06/2026,215-06-2026,Linah,47-56gr,12,Livré,F-20260616-052756,https://drive.google.com/file/d/194nK8EsOpt6WaP34nj-KYSRNGPDYvNm5/view?usp=drivesdk
15/06/2026,216-06-2026,Angéline,47-56gr,500,Livré,F-20260616-052838,https://drive.google.com/file/d/1_ghE72ik6MzGU5a11Z6Wk80zVv06FmS8/view?usp=drivesdk
15/06/2026,218-06-2026,Mangarano,47-56gr,1000,Livré,F-20260616-052954,https://drive.google.com/file/d/1RzhapfxP_gkiBeX2vBpr505iJB8fFiGP/view?usp=drivesdk
15/06/2026,219-06-2026,Brickaville,57-60gr,771,Livré,F-20260616-053043,https://drive.google.com/file/d/1dVbJTM5hapYx98PZ1-DhM9LljZVt5U-7/view?usp=drivesdk
15/06/2026,221-06-2026,Mr Mamy,57-60gr,1300,Livré,F-20260616-053123,https://drive.google.com/file/d/1-BlpdvlCfPsNyxySXXnb0LNQOIUb6gre/view?usp=drivesdk
15/06/2026,222-06-2026,Damaskôsy,57-60gr,700,Livré,F-20260616-053156,https://drive.google.com/file/d/1DlPLw_pKQSLT6s723c1GDS8vlpJq28Gi/view?usp=drivesdk
15/06/2026,223-06-2026,CFC,61-63gr,1308,Livré,F-20260616-053246,https://drive.google.com/file/d/1eGKiWtwCiIF4UMLcmILgrrVLj0pDQk6W/view?usp=drivesdk
15/06/2026,224-06-2026,Bazary Kely,61-63gr,1000,Livré,F-20260616-053415,https://drive.google.com/file/d/17misFwvY1lk_KmHrrqSF6rbjntgJcy8o/view?usp=drivesdk
15/06/2026,226-06-2026,Rahery,64-66gr,1200,Livré,F-20260616-053508,https://drive.google.com/file/d/17Z5nuBZLXFpVDTdDtFR9zBFqGOai3UNR/view?usp=drivesdk
15/06/2026,227-06-2026,Patisserie Monique,64-66gr,624,Livré,F-20260616-053550,https://drive.google.com/file/d/1DmywAsW6z8Em_TQaZ5fWgxSg9nW-C5FZ/view?usp=drivesdk
15/06/2026,229-06-2026,Naivo,70-74gr,200,Livré,F-20260616-053642,https://drive.google.com/file/d/17tL2T66eN-fg1Qr-9P7-xar-5lDdnkYg/view?usp=drivesdk
15/06/2026,230-06-2026,Major Shop,70-74gr,252,Livré,F-20260616-053715,https://drive.google.com/file/d/13ysU_wpu6AZNv-UMr3RI6kL6xgtw5iii/view?usp=drivesdk
15/06/2026,232-06-2026,EPP Tsiry,75gr +,77,Livré,F-20260616-053818,https://drive.google.com/file/d/1r4BsHHCPB93zd9VlkBZ1h6zf9gb3rWNi/view?usp=drivesdk
15/06/2026,233-06-2026,Chinoise,Casser,72,Livré,F-20260616-053911,https://drive.google.com/file/d/1NIdYdq_vYOInP7t_gwE7MlrNDFq0-PNQ/view?usp=drivesdk
15/06/2026,235-06-2026,Leader Price,57-60gr,840,Livré,F-20260616-054101,https://drive.google.com/file/d/1UPWeO6cuM8wR1kZwExJIXxUJkUNH9tGF/view?usp=drivesdk
16/06/2026,237-06-2026,Fasankarana,42-46gr,13,Livré,F-20260617-094412,https://drive.google.com/file/d/1ou1ggjXhbwwcIOMhbROnJgykuICySPyO/view?usp=drivesdk
16/06/2026,238-06-2026,Fasankarana,47-56gr,30,Livré,F-20260617-094512,https://drive.google.com/file/d/1o2UTh8EY_CpkOJ4lN0scl7izl6TK0bNe/view?usp=drivesdk
16/06/2026,239-06-2026,B5,47-56gr,674,Livré,F-20260617-094740,https://drive.google.com/file/d/1Enov4F1UbUhVL4-Z1kuDDi27hQebQXMJ/view?usp=drivesdk
16/06/2026,240-06-2026,Jirama,57-60gr,566,Livré,F-20260617-094849,https://drive.google.com/file/d/1BJURB7Vj9839B0AmS2EPuT0fc4SInyWk/view?usp=drivesdk
16/06/2026,242-06-2026,CFC,61-63gr,1178,Livré,F-20260617-094939,https://drive.google.com/file/d/1Vp2f_hxCZRaZTT58beSkWRzZ0gsXy8mr/view?usp=drivesdk
16/06/2026,243-06-2026,Salazamay,64-66gr,785,Livré,F-20260617-095030,https://drive.google.com/file/d/1SDXhKe8K1-WKdvNTlaYyZkAhEmutEEXK/view?usp=drivesdk
16/06/2026,244-06-2026,Naivo,67-69gr,589,Livré,F-20260617-095144,https://drive.google.com/file/d/1xhNL6zn5lVyAjs-WzC1wtbqzV68mqrU2/view?usp=drivesdk
16/06/2026,245-06-2026,Pompier,70-74gr,232,Livré,F-20260617-095257,https://drive.google.com/file/d/1nBSBfZZkQ5cfNnAlYwLHhixhSYvEfTiQ/view?usp=drivesdk
16/06/2026,247-06-2026,Pompier,75gr +,39,Livré,F-20260617-095443,https://drive.google.com/file/d/1OqavTD6GgiV2ZmyEfwI80TreCKszwJx_/view?usp=drivesdk
16/06/2026,249-06-2026,Lasopy,Casser,32,Livré,F-20260617-095522,https://drive.google.com/file/d/1l2nQ60ryB0iRoAjJU-or4x5vNu2c6dnj/view?usp=drivesdk
